model,dataset,epochs,lr1,lr2,wd1,wd2,channels,edge_drop_rate,feat_mask_rate,accuracy
CLGR,Computers,50,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.8908062100410461
CLGR,Computers,100,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.8941556096076966
CLGR,Computers,200,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.8957780420780181
CLGR,Computers,400,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.8951008945703507
CLGR,Computers,600,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.892951276898384
CLGR,Computers,800,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.8916469722986221
CLGR,Computers,1000,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.8929012835025787
CLGR,Computers,1500,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.8888883858919143
CLGR,Computers,2000,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.8874386519193649
